code,name,industry,region,list_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,volume,amount,turnover_rate,turnover_rate_free,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dividend_yield,dividend_yield_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_up,limit_down
603124,江南新材,铜,江西,20250320,603124.SH,20250908,82.85,83.83,79.36,82.35,82.92,-0.57,-0.6874,29294.93,238844.773,10.2296,10.2296,0.65,68.0746,65.3818,6.9083,1.3798,1.275,,0.4493,14574.5199,2863.7506,2863.7506,1200211.7138,235829.8619,91.21,74.63
603124,江南新材,铜,江西,20250320,603124.SH,20250905,81.0,83.2,79.0,82.92,80.06,2.86,3.5723,30151.95,246287.706,10.5288,10.5288,0.6,68.5458,65.8344,6.9561,1.3893,1.2838,,0.4462,14574.5199,2863.7506,2863.7506,1208519.1901,237462.1998,88.07,72.05
603124,江南新材,铜,江西,20250320,603124.SH,20250904,84.9,87.1,77.77,80.06,85.37,-5.31,-6.22,41830.06,345110.231,14.6067,14.6067,0.87,66.1815,63.5637,6.7162,1.3414,1.2396,,0.4622,14574.5199,2863.7506,2863.7506,1166836.0632,229271.873,93.91,76.83
603124,江南新材,铜,江西,20250320,603124.SH,20250903,89.33,93.27,84.1,85.37,87.16,-1.79,-2.0537,51870.27,455587.06,18.1127,18.1127,1.09,70.571,67.7795,7.1616,1.4304,1.3218,,0.4334,14574.5199,2863.7506,2863.7506,1244226.7639,244478.3887,95.88,78.44
603124,江南新材,铜,江西,20250320,603124.SH,20250902,94.15,96.0,84.77,87.16,93.61,-6.45,-6.8903,50049.0,447517.956,17.4767,17.4767,0.99,72.0508,69.2007,7.3118,1.4603,1.3495,,0.4245,14574.5199,2863.7506,2863.7506,1270315.1545,249604.5023,102.97,84.25
603124,江南新材,铜,江西,20250320,603124.SH,20250901,91.88,96.83,87.0,93.61,90.03,3.58,3.9765,51364.13,469575.754,17.936,17.936,0.99,77.3826,74.3217,7.8529,1.5684,1.4494,,0.3953,14574.5199,2863.7506,2863.7506,1364320.8078,268075.6937,99.03,81.03
603124,江南新材,铜,江西,20250320,603124.SH,20250829,90.0,92.66,87.01,90.03,86.63,3.4,3.9247,57090.23,514955.018,19.9355,19.9355,1.03,74.4232,71.4793,7.5525,1.5084,1.3939,,0.411,14574.5199,2863.7506,2863.7506,1312144.0266,257823.4665,95.29,77.97
603124,江南新材,铜,江西,20250320,603124.SH,20250828,79.0,86.63,79.0,86.63,78.75,7.88,10.0063,30052.0,255206.782,10.4939,10.4939,0.49,71.6126,68.7799,7.2673,1.4515,1.3413,,0.4271,14574.5199,2863.7506,2863.7506,1262590.6589,248086.7145,86.63,70.88
603124,江南新材,铜,江西,20250320,603124.SH,20250827,81.95,83.33,78.71,78.75,81.25,-2.5,-3.0769,50431.15,407134.92,17.6102,17.6102,0.76,65.0986,63.8041,6.8795,1.3194,1.2531,,0.4698,14574.5199,2863.7506,2863.7506,1147743.4421,225520.3598,89.38,73.13
603124,江南新材,铜,江西,20250320,603124.SH,20250826,84.0,86.5,80.16,81.25,83.71,-2.46,-2.9387,64790.12,535215.742,22.6242,22.6242,0.86,67.1653,65.8296,7.0979,1.3613,1.2929,,0.4554,14574.5199,2863.7506,2863.7506,1184179.7419,232679.7363,92.08,75.34
603124,江南新材,铜,江西,20250320,603124.SH,20250825,77.5,83.71,76.16,83.71,76.1,7.61,10.0,57401.59,461256.333,20.0442,20.0442,0.71,69.1988,67.8227,7.3128,1.4025,1.332,,0.442,14574.5199,2863.7506,2863.7506,1220033.0608,239724.5627,83.71,68.49
603124,江南新材,铜,江西,20250320,603124.SH,20250822,72.48,77.46,72.48,76.1,72.51,3.59,4.951,73921.87,556101.143,25.813,25.813,0.87,62.908,61.657,6.648,1.275,1.2109,,0.4862,14574.5199,2863.7506,2863.7506,1109120.9644,217931.4207,79.76,65.26
603124,江南新材,铜,江西,20250320,603124.SH,20250821,72.56,73.54,69.24,72.51,74.8,-2.29,-3.0615,61423.21,436313.05,21.4485,21.4485,0.69,59.9403,58.7484,6.3344,1.2149,1.1538,,0.5103,14574.5199,2863.7506,2863.7506,1056798.4379,207650.556,82.28,67.32
