code,name,industry,region,list_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,volume,amount,turnover_rate,turnover_rate_free,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dividend_yield,dividend_yield_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_up,limit_down
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250908,21.26,21.26,20.8,20.98,20.89,0.09,0.4308,49355.27,103525.375,7.8711,8.0534,0.83,79.7732,104.0929,10.3426,17.1663,18.1125,,,65560.0015,6270.4261,6128.5066,1375448.8315,131553.5396,27.15,14.63
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250905,20.45,21.0,20.33,20.89,20.34,0.55,2.704,54339.63,112863.343,8.666,8.8667,0.92,79.431,103.6464,10.2982,17.0926,18.0348,,,65560.0015,6270.4261,6128.5066,1369548.4313,130989.2012,26.44,14.24
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250904,20.26,20.76,20.08,20.34,20.23,0.11,0.5437,43628.01,88893.193,6.9577,7.1189,0.68,77.3397,100.9175,10.0271,16.6426,17.56,,,65560.0015,6270.4261,6128.5066,1333490.4305,127540.4669,26.29,14.17
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250903,21.04,21.14,20.1,20.23,20.87,-0.64,-3.0666,48587.18,99807.598,7.7486,7.9281,0.7,76.9215,100.3717,9.9728,16.5526,17.465,,,65560.0015,6270.4261,6128.5066,1326278.8303,126850.72,27.13,14.61
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250902,21.5,21.54,20.59,20.87,21.59,-0.72,-3.3349,76937.63,161121.805,12.2699,12.5541,1.01,79.355,103.5471,10.2883,17.0763,18.0175,,,65560.0015,6270.4261,6128.5066,1368237.2313,130863.7927,28.06,15.12
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250901,20.86,21.68,20.75,21.59,20.96,0.63,3.0057,75568.21,161681.493,12.0515,12.3306,0.92,82.0927,107.1194,10.6433,17.6654,18.6391,,,65560.0015,6270.4261,6128.5066,1415440.4324,135378.4995,27.24,14.68
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250829,20.89,21.33,20.8,20.96,21.04,-0.08,-0.3802,50494.42,106350.203,8.0528,8.2393,0.56,79.6972,103.9937,10.3327,17.1499,18.0952,,,65560.0015,6270.4261,6128.5066,1374137.6314,131428.1311,27.35,14.73
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250828,20.75,21.07,20.35,21.04,20.63,0.41,1.9874,69342.39,143990.719,11.0586,11.3147,0.69,80.0014,104.3906,10.3721,17.2154,18.1643,,,65560.0015,6270.4261,6128.5066,1379382.4316,131929.7651,26.81,14.45
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250827,21.23,21.34,20.63,20.63,21.23,-0.6,-2.8262,72778.12,153328.013,11.6066,11.8753,0.57,78.4424,102.3564,10.17,16.8799,17.8103,,,65560.0015,6270.4261,6128.5066,1352502.8309,129358.8904,27.59,14.87
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250826,21.8,21.8,21.0,21.23,22.55,-1.32,-5.8537,114194.84,243325.991,18.2117,18.6334,0.86,80.7238,105.3333,10.4658,17.3708,18.3283,,,65560.0015,6270.4261,6128.5066,1391838.8318,133121.1461,29.31,15.79
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250825,22.22,23.0,21.88,22.55,21.9,0.65,2.968,104544.37,235992.569,16.6726,17.0587,0.71,85.7429,85.7429,11.6856,18.4509,18.4509,,,65560.0015,6270.4261,6128.5066,1478378.0338,141398.1086,28.47,15.33
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250822,22.06,22.68,21.6,21.9,22.12,-0.22,-0.9946,87523.4,192242.461,13.9581,14.2814,0.64,83.2714,83.2714,11.3487,17.919,17.919,,,65560.0015,6270.4261,6128.5066,1435764.0329,137322.3316,28.75,15.49
920068,天工股份,小金属,江苏,20250513,920068.BJ,20250821,22.8,23.2,22.04,22.12,23.2,-1.08,-4.6552,120009.68,269286.566,19.139,19.5822,0.96,84.1079,84.1079,11.4627,18.099,18.099,,,65560.0015,6270.4261,6128.5066,1450187.2332,138701.8253,30.16,16.24
