code,name,industry,region,list_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,volume,amount,turnover_rate,turnover_rate_free,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dividend_yield,dividend_yield_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_up,limit_down
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250908,34.84,35.1,34.47,35.02,34.74,0.28,0.806,18023.89,62846.465,6.9323,6.9323,0.83,36.2365,50.0138,3.8484,7.6121,8.0302,,0.8786,10400.0,2600.0,2600.0,364208.0,91052.0,41.69,27.79
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250905,34.8,35.14,34.4,34.74,34.58,0.16,0.4627,27273.82,94993.045,10.4899,10.4899,1.34,35.9468,49.6139,3.8176,7.5512,7.966,,0.8857,10400.0,2600.0,2600.0,361296.0,90324.0,41.5,27.66
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250904,33.87,34.6,33.8,34.58,33.99,0.59,1.7358,20418.03,69798.697,7.8531,7.8531,0.92,35.7812,49.3854,3.8,7.5164,7.9293,,0.8898,10400.0,2600.0,2600.0,359632.0,89908.0,40.79,27.19
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250903,34.63,34.7,33.69,33.99,34.63,-0.64,-1.8481,17948.74,61175.358,6.9034,6.9034,0.74,35.1707,48.5428,3.7352,7.3882,7.794,,0.9052,10400.0,2600.0,2600.0,353496.0,88374.0,41.56,27.7
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250902,34.71,35.07,33.7,34.63,34.73,-0.1,-0.2879,22985.93,78759.749,8.8407,8.8407,0.96,35.833,49.4568,3.8055,7.5273,7.9408,,0.8885,10400.0,2600.0,2600.0,360152.0,90038.0,41.68,27.78
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250901,34.23,35.03,34.23,34.73,34.22,0.51,1.4904,20544.83,71308.092,7.9019,7.9019,0.82,35.9364,49.5996,3.8165,7.549,7.9637,,0.886,10400.0,2600.0,2600.0,361192.0,90298.0,41.06,27.38
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250829,34.43,34.7,34.1,34.22,34.82,-0.6,-1.7231,19928.64,68401.321,7.6649,7.6649,0.74,35.4087,48.8712,3.7605,7.4382,7.8468,,0.8992,10400.0,2600.0,2600.0,355888.0,88972.0,41.78,27.86
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250828,35.0,35.32,33.55,34.82,34.94,-0.12,-0.3434,29126.67,100477.573,11.2026,11.2026,0.88,36.0296,40.8084,3.8891,7.5686,7.7419,,0.8837,10400.0,2600.0,2600.0,362128.0,90532.0,41.93,27.95
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250827,36.0,36.31,34.9,34.94,36.17,-1.23,-3.4006,28366.0,101105.657,10.91,10.91,0.9,36.1537,40.949,3.9025,7.5947,7.7686,,0.8806,10400.0,2600.0,2600.0,363376.0,90844.0,43.4,28.94
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250826,36.01,36.36,35.72,36.17,36.0,0.17,0.4722,21393.56,77347.815,8.2283,8.2283,0.67,37.4265,42.3905,4.0399,7.862,8.042,,0.8507,10400.0,2600.0,2600.0,376168.0,94042.0,43.2,28.8
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250825,36.25,36.5,35.81,36.0,36.12,-0.12,-0.3322,25812.43,93021.377,9.9279,9.9279,0.81,37.2506,42.1913,4.0209,7.8251,8.0042,,0.8547,10400.0,2600.0,2600.0,374400.0,93600.0,43.34,28.9
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250822,36.46,36.59,35.94,36.12,36.3,-0.18,-0.4959,30196.36,109245.104,11.614,11.614,1.05,37.3747,42.3319,4.0343,7.8512,8.0309,,0.8519,10400.0,2600.0,2600.0,375648.0,93912.0,43.56,29.04
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250821,35.68,37.39,35.4,36.3,35.68,0.62,1.7377,59008.09,215367.512,22.6954,22.6954,2.78,37.561,42.5429,4.0544,7.8903,8.0709,,0.8476,10400.0,2600.0,2600.0,377520.0,94380.0,42.82,28.54
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250820,35.48,35.8,35.22,35.68,35.49,0.19,0.5354,21801.91,77633.197,8.3854,8.3854,1.11,36.9194,41.8163,3.9852,7.7555,7.9331,,0.8624,10400.0,2600.0,2600.0,371072.0,92768.0,42.59,28.39
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250819,35.39,35.63,35.15,35.49,35.37,0.12,0.3393,22136.62,78306.044,8.5141,8.5141,1.27,36.7228,41.5936,3.9639,7.7142,7.8908,,0.867,10400.0,2600.0,2600.0,369096.0,92274.0,42.44,28.3
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250818,34.69,35.55,34.65,35.37,34.64,0.73,2.1074,26520.15,93568.625,10.2001,10.2001,1.7,36.5987,41.453,3.9505,7.6882,7.8642,,0.8699,10400.0,2600.0,2600.0,367848.0,91962.0,41.57,27.71
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250815,34.01,34.77,34.01,34.64,34.1,0.54,1.5836,14054.52,48439.397,5.4056,5.4056,0.9,35.8433,40.5974,3.869,7.5295,7.7019,,0.8883,10400.0,2600.0,2600.0,360256.0,90064.0,40.92,27.28
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250814,35.22,35.22,34.1,34.1,35.17,-1.07,-3.0424,21690.06,75140.252,8.3423,8.3423,1.43,35.2846,39.9645,3.8087,7.4121,7.5818,,0.9023,10400.0,2600.0,2600.0,354640.0,88660.0,42.2,28.14
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250813,35.39,35.41,35.06,35.17,35.31,-0.14,-0.3965,13396.15,47161.888,5.1524,5.1524,0.69,36.3917,41.2186,3.9282,7.6447,7.8197,,0.8749,10400.0,2600.0,2600.0,365768.0,91442.0,42.37,28.25
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250812,35.3,35.47,35.01,35.31,35.31,0.0,0.0,11825.64,41656.524,4.5483,4.5483,0.56,36.5366,41.3826,3.9438,7.6751,7.8508,,0.8714,10400.0,2600.0,2600.0,367224.0,91806.0,42.37,28.25
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250811,34.83,35.42,34.83,35.31,34.8,0.51,1.4655,17093.13,60241.387,6.5743,6.5743,0.84,36.5366,41.3826,3.9438,7.6751,7.8508,,0.8714,10400.0,2600.0,2600.0,367224.0,91806.0,41.76,27.84
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250808,35.22,35.22,34.69,34.8,35.2,-0.4,-1.1364,14015.67,48850.69,5.3906,5.3906,0.69,36.0089,40.7849,3.8869,7.5643,7.7374,,0.8842,10400.0,2600.0,2600.0,361920.0,90480.0,42.24,28.16
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250807,35.43,35.76,35.08,35.2,35.43,-0.23,-0.6492,19753.12,69825.222,7.5974,7.5974,0.86,36.4228,41.2537,3.9315,7.6512,7.8264,,0.8741,10400.0,2600.0,2600.0,366080.0,91520.0,42.52,28.34
301585,蓝宇股份,染料涂料,浙江,20241220,301585.SZ,20250806,34.69,35.65,34.67,35.43,34.86,0.57,1.6351,34187.13,120726.992,13.1489,13.1489,1.64,36.6608,41.5233,3.9572,7.7012,7.8775,,0.8685,10400.0,2600.0,2600.0,368472.0,92118.0,41.83,27.89
