code,name,industry,region,list_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,volume,amount,turnover_rate,turnover_rate_free,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dividend_yield,dividend_yield_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_up,limit_down
600930,华电新能,新型电力,福建,20250716,600930.SH,20250908,6.4,6.45,6.39,6.42,6.39,0.03,0.4695,634358.66,407131.052,2.5322,2.5322,0.65,30.3255,30.2117,2.459,7.8841,7.2949,,,4171428.5714,250517.5252,250517.5252,26780571.4284,1608322.5118,7.03,5.75
600930,华电新能,新型电力,福建,20250716,600930.SH,20250905,6.37,6.4,6.32,6.39,6.37,0.02,0.314,750943.54,477620.001,2.9976,2.9976,0.71,30.1837,30.0706,2.4475,7.8473,7.2608,,,4171428.5714,250517.5252,250517.5252,26655428.5712,1600806.986,7.01,5.73
600930,华电新能,新型电力,福建,20250716,600930.SH,20250904,6.39,6.42,6.34,6.37,6.4,-0.03,-0.4688,935685.32,596504.541,3.735,3.735,0.7,30.0893,29.9765,2.4399,7.8227,7.2381,,,4171428.5714,250517.5252,250517.5252,26571999.9998,1595796.6355,7.04,5.76
600930,华电新能,新型电力,福建,20250716,600930.SH,20250903,6.49,6.5,6.39,6.4,6.5,-0.1,-1.5385,1135807.71,730430.008,4.5338,4.5338,0.59,30.231,30.1176,2.4514,7.8596,7.2722,,,4171428.5714,250517.5252,250517.5252,26697142.857,1603312.1613,7.15,5.85
600930,华电新能,新型电力,福建,20250716,600930.SH,20250902,6.5,6.56,6.48,6.5,6.5,0.0,0.0,1123698.69,731241.035,4.4855,4.4855,0.53,30.7033,30.5882,2.4897,7.9824,7.3858,,,4171428.5714,250517.5252,250517.5252,27114285.7141,1628363.9138,7.15,5.85
600930,华电新能,新型电力,福建,20250716,600930.SH,20250901,6.51,6.53,6.48,6.5,6.51,-0.01,-0.1536,931177.07,604432.654,3.717,3.717,0.33,30.7033,30.5882,2.4897,7.9824,7.3858,,,4171428.5714,250517.5252,250517.5252,27114285.7141,1628363.9138,7.16,5.86
600930,华电新能,新型电力,福建,20250716,600930.SH,20250829,6.53,6.55,6.49,6.51,6.56,-0.05,-0.7622,1125341.0,732801.255,4.4921,4.4921,0.4,30.7506,30.6353,2.4935,7.9946,7.3972,,,4171428.5714,250517.5252,250517.5252,27155999.9998,1630869.0891,7.22,5.9
600930,华电新能,新型电力,福建,20250716,600930.SH,20250828,6.62,6.65,6.45,6.56,6.65,-0.09,-1.3534,2401001.41,1570018.353,9.5842,9.5842,0.94,30.9868,30.8706,2.5126,8.056,7.454,,,4171428.5714,250517.5252,250517.5252,27364571.4284,1643394.9653,7.32,5.99
600930,华电新能,新型电力,福建,20250716,600930.SH,20250827,6.64,6.88,6.61,6.65,6.64,0.01,0.1506,4055720.11,2741119.81,16.1894,16.1894,2.09,31.4119,31.2941,2.5471,8.1666,7.5562,,,4171428.5714,250517.5252,250517.5252,27739999.9998,1665941.5426,7.3,5.98
600930,华电新能,新型电力,福建,20250716,600930.SH,20250826,6.71,6.71,6.61,6.64,6.72,-0.08,-1.1905,2021443.9,1342223.051,8.0691,8.0691,1.13,31.3646,30.7976,2.6235,8.1543,7.8444,,,4171428.5714,250517.5252,250517.5252,27698285.7141,1663436.3673,7.39,6.05
600930,华电新能,新型电力,福建,20250716,600930.SH,20250825,6.44,6.75,6.44,6.72,6.44,0.28,4.3478,4370099.78,2884466.909,17.4443,17.4443,3.49,31.7425,31.1687,2.6551,8.2525,7.9389,,,4171428.5714,250517.5252,250517.5252,28031999.9998,1683477.7693,7.08,5.8
600930,华电新能,新型电力,福建,20250716,600930.SH,20250822,6.42,6.44,6.39,6.44,6.43,0.01,0.1555,1238912.02,794196.92,4.9454,4.9454,0.97,30.4199,29.87,2.5445,7.9087,7.6081,,,4171428.5714,250517.5252,250517.5252,26863999.9998,1613332.8623,7.07,5.79
