code,name,industry,region,list_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,volume,amount,turnover_rate,turnover_rate_free,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dividend_yield,dividend_yield_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_up,limit_down
688757,胜科纳米,电器仪表,江苏,20250325,688757.SH,20250908,29.59,30.83,29.58,30.4,29.81,0.59,1.9792,24286.15,73250.796,7.4555,7.4555,0.79,151.0283,144.8949,13.9419,29.5244,26.1369,,,40331.1486,3257.4732,3257.4732,1226066.9174,99027.1853,35.77,23.85
688757,胜科纳米,电器仪表,江苏,20250325,688757.SH,20250905,28.99,30.05,28.89,29.81,28.88,0.93,3.2202,24827.55,73618.427,7.6217,7.6217,0.76,148.0972,142.0828,13.6713,28.9514,25.6296,,,40331.1486,3257.4732,3257.4732,1202271.5398,97105.2761,34.66,23.1
688757,胜科纳米,电器仪表,江苏,20250325,688757.SH,20250904,30.2,30.55,28.5,28.88,30.28,-1.4,-4.6235,31955.23,94148.569,9.8098,9.8098,0.95,143.4769,137.6502,13.2448,28.0482,24.8301,,,40331.1486,3257.4732,3257.4732,1164763.5716,94075.826,36.34,24.22
688757,胜科纳米,电器仪表,江苏,20250325,688757.SH,20250903,30.6,31.53,29.99,30.28,30.3,-0.02,-0.066,22916.84,70162.353,7.0352,7.0352,0.63,150.4322,144.323,13.8869,29.4079,26.0337,,,40331.1486,3257.4732,3257.4732,1221227.1796,98636.2885,36.36,24.24
688757,胜科纳米,电器仪表,江苏,20250325,688757.SH,20250902,31.88,31.88,30.0,30.3,32.07,-1.77,-5.5192,36728.98,112734.098,11.2753,11.2753,1.07,150.5315,144.4183,13.896,29.4273,26.0509,,,40331.1486,3257.4732,3257.4732,1222033.8026,98701.438,38.48,25.66
688757,胜科纳米,电器仪表,江苏,20250325,688757.SH,20250901,31.96,32.57,31.21,32.07,31.25,0.82,2.624,37676.81,120006.224,11.5663,11.5663,1.05,159.325,152.8546,14.7078,31.1463,27.5727,,,40331.1486,3257.4732,3257.4732,1293419.9356,104467.1655,37.5,25.0
688757,胜科纳米,电器仪表,江苏,20250325,688757.SH,20250829,32.59,32.8,31.21,31.25,32.59,-1.34,-4.1117,33309.92,105508.211,10.2257,10.2257,0.88,155.2512,148.9463,14.3317,30.35,26.8677,,,40331.1486,3257.4732,3257.4732,1260348.3938,101796.0375,39.11,26.07
688757,胜科纳米,电器仪表,江苏,20250325,688757.SH,20250828,31.81,33.0,31.5,32.59,31.71,0.88,2.7751,37224.07,120130.408,11.4273,11.4273,0.91,161.9083,155.3331,14.9463,31.6514,28.0198,,,40331.1486,3257.4732,3257.4732,1314392.1329,106161.0516,38.05,25.37
688757,胜科纳米,电器仪表,江苏,20250325,688757.SH,20250827,33.05,33.53,31.62,31.71,33.18,-1.47,-4.4304,35779.12,116848.457,10.9837,10.9837,0.73,157.5365,152.0452,14.9543,30.7967,29.2616,,,40331.1486,3257.4732,3257.4732,1278900.7221,103294.4752,39.82,26.54
688757,胜科纳米,电器仪表,江苏,20250325,688757.SH,20250826,33.45,33.66,32.88,33.18,33.72,-0.54,-1.6014,26856.63,89023.017,8.2446,8.2446,0.5,164.8395,159.0936,15.6476,32.2244,30.6181,,,40331.1486,3257.4732,3257.4732,1338187.5105,108082.9608,40.46,26.98
