code,name,industry,region,list_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,volume,amount,turnover_rate,turnover_rate_free,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dividend_yield,dividend_yield_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_up,limit_down
301616,浙江华业,机械基件,浙江,20250327,301616.SZ,20250908,53.2,56.78,53.2,55.7,53.9,1.8,3.3395,32155.0,178103.97,16.0775,16.0775,1.21,47.9458,46.4572,3.3595,4.9962,4.7527,,,8000.0,2000.0,2000.0,445600.0,111400.0,64.68,43.12
301616,浙江华业,机械基件,浙江,20250327,301616.SZ,20250905,52.5,54.3,52.05,53.9,52.03,1.87,3.5941,19687.4,105291.789,9.8437,9.8437,0.72,46.3964,44.9559,3.2509,4.8347,4.5991,,,8000.0,2000.0,2000.0,431200.0,107800.0,62.44,41.62
301616,浙江华业,机械基件,浙江,20250327,301616.SZ,20250904,52.85,53.77,51.06,52.03,52.9,-0.87,-1.6446,20759.47,109362.643,10.3797,10.3797,0.72,44.7867,43.3962,3.1381,4.667,4.4395,,,8000.0,2000.0,2000.0,416240.0,104060.0,63.48,42.32
301616,浙江华业,机械基件,浙江,20250327,301616.SZ,20250903,55.42,55.58,52.8,52.9,55.69,-2.79,-5.0099,25990.04,140688.395,12.995,12.995,0.87,45.5356,44.1218,3.1906,4.745,4.5137,,,8000.0,2000.0,2000.0,423200.0,105800.0,66.83,44.55
301616,浙江华业,机械基件,浙江,20250327,301616.SZ,20250902,54.0,57.0,52.66,55.69,54.27,1.42,2.6165,43412.63,238719.428,21.7063,21.7063,1.62,47.9372,46.4488,3.3589,4.9953,4.7518,,,8000.0,2000.0,2000.0,445520.0,111380.0,65.12,43.42
301616,浙江华业,机械基件,浙江,20250327,301616.SZ,20250901,55.2,55.73,53.92,54.27,55.01,-0.74,-1.3452,23503.38,128093.452,11.7517,11.7517,0.82,46.7148,45.2645,3.2732,4.8679,4.6306,,,8000.0,2000.0,2000.0,434160.0,108540.0,66.01,44.01
301616,浙江华业,机械基件,浙江,20250327,301616.SZ,20250829,55.79,55.9,54.8,55.01,56.2,-1.19,-2.1174,23248.95,128402.023,11.6245,11.6245,0.75,47.3518,45.8817,3.3179,4.9343,4.6938,,,8000.0,2000.0,2000.0,440080.0,110020.0,67.44,44.96
301616,浙江华业,机械基件,浙江,20250327,301616.SZ,20250828,54.91,56.2,54.17,56.2,54.92,1.28,2.3307,27682.24,152710.547,13.8411,13.8411,0.77,48.3762,46.8742,3.3896,5.041,4.7953,,,8000.0,2000.0,2000.0,449600.0,112400.0,65.9,43.94
301616,浙江华业,机械基件,浙江,20250327,301616.SZ,20250827,56.7,57.13,54.92,54.92,56.75,-1.83,-3.2247,31504.37,177007.956,15.7522,15.7522,0.73,47.2744,45.8066,3.3124,4.9262,4.6861,,,8000.0,2000.0,2000.0,439360.0,109840.0,68.1,45.4
301616,浙江华业,机械基件,浙江,20250327,301616.SZ,20250826,57.81,57.95,56.66,56.75,58.17,-1.42,-2.4411,27892.06,159669.183,13.946,13.946,0.55,48.8496,47.3329,3.4228,5.0904,4.8422,,,8000.0,2000.0,2000.0,454000.0,113500.0,69.8,46.54
