code,name,industry,region,list_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,volume,amount,turnover_rate,turnover_rate_free,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dividend_yield,dividend_yield_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_up,limit_down,adj_factor
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250729,85.65,86.77,85.1,85.46,86.15,-0.69,-0.8009,31951.08,273654.739,11.0241,11.0241,0.64,55.8879,49.8731,6.6933,8.3641,8.1783,,0.4681,11593.188,2898.297,2898.297,990753.8465,247688.4616,103.38,68.92,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250728,85.97,87.21,85.5,86.15,86.71,-0.56,-0.6458,31991.05,275670.212,11.0379,11.0379,0.62,56.3392,50.2758,6.7473,8.4317,8.2443,,0.4643,11593.188,2898.297,2898.297,998753.1462,249688.2866,104.05,69.37,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250725,86.33,86.96,83.73,86.71,86.85,-0.14,-0.1612,59097.38,504337.713,20.3904,20.3904,1.15,56.7054,50.6026,6.7912,8.4865,8.2979,,0.4613,11593.188,2898.297,2898.297,1005245.3315,251311.3329,104.22,69.48,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250724,81.98,87.9,81.98,86.85,82.0,4.85,5.9146,81101.3,700379.968,27.9824,27.9824,1.95,56.7969,50.6843,6.8021,8.5002,8.3113,,0.4606,11593.188,2898.297,2898.297,1006868.3778,251717.0945,98.4,65.6,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250723,82.4,83.5,81.0,82.0,83.02,-1.02,-1.2286,28743.78,237030.001,9.9175,9.9175,0.67,53.6252,47.8539,6.4223,8.0255,7.8472,,0.4878,11593.188,2898.297,2898.297,950641.416,237660.354,99.62,66.42,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250722,84.81,85.5,83.0,83.02,85.45,-2.43,-2.8438,47121.34,394266.659,16.2583,16.2583,1.07,54.2923,48.4491,6.5022,8.1253,7.9448,,0.4818,11593.188,2898.297,2898.297,962466.4678,240616.6169,102.54,68.36,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250721,84.87,87.18,84.2,85.45,85.72,-0.27,-0.315,40466.73,347077.902,13.9622,13.9622,0.84,55.8814,49.8672,6.6925,8.3632,8.1773,,0.4681,11593.188,2898.297,2898.297,990637.9146,247659.4787,102.86,68.58,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250718,84.56,89.0,84.2,85.72,84.84,0.88,1.0372,58560.9,507680.575,20.2053,20.2053,1.0,56.058,50.0248,6.7136,8.3896,8.2032,,0.4666,11593.188,2898.297,2898.297,993768.0754,248442.0188,101.81,67.87,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250717,83.65,85.36,83.2,84.84,84.14,0.7,0.8319,33140.63,279269.162,11.4345,11.4345,0.51,55.4825,49.5113,6.6447,8.3035,8.1189,,0.4715,11593.188,2898.297,2898.297,983566.0699,245891.5175,100.97,67.31,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250716,84.28,84.87,83.0,84.14,84.46,-0.32,-0.3789,33909.01,283905.884,11.6996,11.6996,0.5,55.0247,49.1027,6.5899,8.2349,8.052,,0.4754,11593.188,2898.297,2898.297,975450.8383,243862.7096,101.35,67.57,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250715,85.61,88.01,84.4,84.46,86.22,-1.76,-2.0413,54501.62,468861.444,18.8047,18.8047,0.79,55.234,49.2895,6.615,8.2663,8.0826,,0.4736,11593.188,2898.297,2898.297,979160.6585,244790.1646,103.46,68.98,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250714,87.84,91.0,85.91,86.22,88.78,-2.56,-2.8835,60779.81,531294.201,20.9709,20.9709,0.95,56.3849,50.3166,6.7528,8.4385,8.251,,0.4639,11593.188,2898.297,2898.297,999564.6694,249891.1673,106.54,71.02,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250711,86.3,95.77,85.23,88.78,85.03,3.75,4.4102,109311.82,971417.749,37.7159,37.7159,2.14,58.0591,51.8106,6.9533,8.6891,8.496,,0.4506,11593.188,2898.297,2898.297,1029243.2306,257310.8077,102.04,68.02,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250710,84.19,86.8,82.09,85.03,82.68,2.35,2.8423,67404.0,571502.977,23.2564,23.2564,1.43,55.6067,49.6221,6.6596,8.3221,8.1371,,0.4704,11593.188,2898.297,2898.297,985768.7756,246442.1939,99.22,66.14,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250709,84.91,85.57,82.02,82.68,85.52,-2.84,-3.3209,46260.85,385802.333,15.9614,15.9614,0.94,54.0699,48.2507,6.4755,8.0921,7.9122,,0.4838,11593.188,2898.297,2898.297,958524.7838,239631.196,102.62,68.42,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250708,82.56,86.0,82.5,85.52,82.88,2.64,3.1853,61206.88,519263.034,21.1182,21.1182,1.25,55.9272,49.9081,6.698,8.37,8.184,,0.4677,11593.188,2898.297,2898.297,991449.4378,247862.3594,99.46,66.3,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250707,80.7,84.18,80.18,82.88,81.72,1.16,1.4195,35005.78,288713.833,12.0781,12.0781,0.56,54.2007,48.3674,6.4912,8.1116,7.9314,,0.4826,11593.188,2898.297,2898.297,960843.4214,240210.8554,98.06,65.38,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250704,85.1,85.1,81.5,81.72,85.69,-3.97,-4.633,45698.97,378348.749,15.7675,15.7675,0.62,53.4421,47.6905,6.4004,7.9981,7.8204,,0.4895,11593.188,2898.297,2898.297,947395.3234,236848.8308,102.83,68.55,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250703,83.8,85.89,82.45,85.69,83.82,1.87,2.231,47346.52,398817.434,16.336,16.336,0.65,56.0383,50.0073,6.7113,8.3866,8.2003,,0.4668,11593.188,2898.297,2898.297,993420.2797,248355.0699,100.58,67.06,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250702,83.5,87.2,83.0,83.82,84.3,-0.48,-0.5694,57151.42,487163.986,19.719,19.719,0.8,54.8154,48.916,6.5648,8.2036,8.0213,,0.4772,11593.188,2898.297,2898.297,971741.0182,242935.2545,101.16,67.44,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250701,85.95,85.98,83.35,84.3,87.24,-2.94,-3.37,60070.06,506445.136,20.726,20.726,0.87,55.1293,49.1961,6.6024,8.2506,8.0673,,0.4745,11593.188,2898.297,2898.297,977305.7484,244326.4371,104.69,69.79,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250630,83.01,90.58,81.5,87.24,83.01,4.23,5.0958,99798.6,850876.094,34.4335,34.4335,1.72,57.052,50.9119,6.8327,8.5384,8.3486,,0.4585,11593.188,2898.297,2898.297,1011389.7211,252847.4303,99.61,66.41,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250627,79.41,84.89,79.41,83.01,78.95,4.06,5.1425,104173.0,861012.185,35.9428,35.9428,2.24,54.2857,48.4433,6.5014,8.1244,7.9438,,0.4819,11593.188,2898.297,2898.297,962350.5359,240587.634,94.74,63.16,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250626,80.0,80.22,78.87,78.95,80.35,-1.4,-1.7424,42810.06,340303.605,14.7708,14.7708,0.88,51.6306,46.0739,6.1834,7.727,7.5553,,0.5066,11593.188,2898.297,2898.297,915282.1926,228820.5482,96.42,64.28,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250625,80.1,80.6,79.02,80.35,80.04,0.31,0.3873,50591.81,404933.743,17.4557,17.4557,0.92,52.5462,46.891,6.2931,7.864,7.6893,,0.4978,11593.188,2898.297,2898.297,931512.6558,232878.164,96.05,64.03,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250624,79.89,80.7,78.65,80.04,79.39,0.65,0.8187,48648.98,389188.526,16.7854,16.7854,0.76,52.3434,46.7101,6.2688,7.8337,7.6596,,0.4998,11593.188,2898.297,2898.297,927918.7675,231979.6919,95.27,63.51,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250623,78.01,80.01,78.01,79.39,79.17,0.22,0.2779,43658.58,345496.206,15.0635,15.0635,0.55,51.9184,46.3307,6.2179,7.7701,7.5974,,0.5038,11593.188,2898.297,2898.297,920383.1953,230095.7988,95.0,63.34,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250620,81.21,81.94,78.93,79.17,80.35,-1.18,-1.4686,46724.81,374366.805,16.1215,16.1215,0.45,51.7745,46.2023,6.2006,7.7485,7.5763,,0.5052,11593.188,2898.297,2898.297,917832.694,229458.1735,96.42,64.28,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250619,84.0,84.15,79.85,80.35,83.33,-2.98,-3.5761,54579.44,444383.985,18.8316,18.8316,0.42,52.5462,46.891,6.2931,7.864,7.6893,,0.4978,11593.188,2898.297,2898.297,931512.6558,232878.164,100.0,66.66,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250618,86.01,87.69,82.81,83.33,87.69,-4.36,-4.9721,82107.72,688810.971,28.3296,28.3296,0.59,54.495,48.63,6.5265,8.1557,7.9744,,0.48,11593.188,2898.297,2898.297,966060.356,241515.089,105.23,70.15,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250617,90.66,93.4,87.65,87.69,89.66,-1.97,-2.1972,91283.98,819769.735,31.4957,31.4957,0.7,57.3463,51.1745,6.8679,8.5824,8.3917,,0.4562,11593.188,2898.297,2898.297,1016606.6557,254151.6639,107.59,71.73,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250616,89.09,93.6,87.71,89.66,92.74,-3.08,-3.3211,122955.45,1107891.206,42.4233,42.4233,1.08,58.6346,52.3241,7.0222,8.7752,8.5802,,0.4461,11593.188,2898.297,2898.297,1039445.2361,259861.309,111.29,74.19,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250613,98.87,102.88,91.51,92.74,97.32,-4.58,-4.7061,172044.2,1670797.707,59.3604,59.3604,2.05,60.6488,54.1216,7.2635,9.0766,8.8749,,0.4313,11593.188,2898.297,2898.297,1075152.2551,268788.0638,116.78,77.86,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250612,80.95,97.32,79.9,97.32,81.1,16.22,20.0,175436.51,1563643.143,60.5309,60.5309,3.15,63.644,56.7944,7.6222,9.5249,9.3132,,0.411,11593.188,2898.297,2898.297,1128249.0562,282062.264,97.32,64.88,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250611,70.41,85.91,70.02,81.1,71.59,9.51,13.284,133301.49,1049777.342,45.993,45.993,3.79,53.0366,47.3287,6.3518,7.9374,7.761,,0.4932,11593.188,2898.297,2898.297,940207.5468,235051.8867,85.91,57.27,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250610,70.62,72.02,69.8,71.59,70.66,0.93,1.3162,49368.69,351153.512,17.0337,17.0337,1.71,46.8174,41.7788,5.607,7.0067,6.851,,0.5587,11593.188,2898.297,2898.297,829956.3289,207489.0822,84.79,56.53,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250609,68.42,70.98,68.38,70.66,68.08,2.58,3.7897,39860.78,279668.068,13.7532,13.7532,1.65,46.2092,41.236,5.5341,6.9156,6.762,,0.5661,11593.188,2898.297,2898.297,819174.6641,204793.666,81.7,54.46,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250606,68.89,70.1,68.0,68.08,68.88,-0.8,-1.1614,21583.24,148455.569,7.4469,7.4469,0.97,44.522,39.7304,5.3321,6.6631,6.5151,,0.5875,11593.188,2898.297,2898.297,789264.239,197316.0598,82.66,55.1,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250605,67.59,70.16,67.59,68.88,67.85,1.03,1.5181,34627.66,238851.075,11.9476,11.9476,1.98,45.0452,40.1973,5.3947,6.7414,6.5916,,0.5807,11593.188,2898.297,2898.297,798538.7894,199634.6974,81.42,54.28,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250604,66.0,68.76,65.88,67.85,66.74,1.11,1.6632,30433.72,205976.044,10.5006,10.5006,2.23,44.3716,39.5962,5.3141,6.6406,6.493,,0.5895,11593.188,2898.297,2898.297,786597.8058,196649.4515,80.09,53.39,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250603,65.45,67.84,65.3,66.74,65.48,1.26,1.9243,18252.2,122159.568,6.64,6.64,1.52,43.6457,38.9484,5.2271,6.532,6.3868,,0.5993,11593.188,2748.8084,2748.8084,773729.3671,183455.4726,78.58,52.38,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250530,67.1,67.1,65.12,65.48,67.34,-1.86,-2.7621,16082.0,105856.764,5.8505,5.8505,1.36,42.8217,38.2131,5.1284,6.4087,6.2662,,0.6109,11593.188,2748.8084,2748.8084,759121.9502,179991.974,80.81,53.87,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250529,66.4,67.56,66.4,67.34,66.4,0.94,1.4157,11848.3,79706.869,4.3103,4.3103,0.97,44.0381,39.2985,5.2741,6.5907,6.4442,,0.594,11593.188,2748.8084,2748.8084,780685.2799,185104.7577,79.68,53.12,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250528,67.41,67.68,66.21,66.4,67.26,-0.86,-1.2786,10945.0,73160.215,3.9817,3.9817,0.8,43.4233,38.75,5.2005,6.4987,6.3543,,0.6024,11593.188,2748.8084,2748.8084,769787.6832,182520.8778,80.71,53.81,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250527,67.99,68.0,66.89,67.26,68.24,-0.98,-1.4361,11009.0,74028.037,4.005,4.005,0.71,43.9858,39.2519,5.2678,6.5829,6.4366,,0.5947,11593.188,2748.8084,2748.8084,779757.8249,184884.853,81.89,54.59,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250526,67.03,68.47,67.03,68.24,67.6,0.64,0.9467,10210.0,69338.966,3.7143,3.7143,0.57,44.6266,39.8238,5.3446,6.6788,6.5304,,0.5862,11593.188,2748.8084,2748.8084,791119.1491,187578.6852,81.12,54.08,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250523,68.8,69.78,67.56,67.6,68.98,-1.38,-2.0006,14930.0,102700.297,5.4314,5.4314,0.68,44.2081,39.4503,5.2945,6.6161,6.4691,,0.5917,11593.188,2748.8084,2748.8084,783699.5088,185819.4478,82.78,55.18,1.0059
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250522,69.3,70.16,69.06,69.1,69.93,-0.83,-1.1869,13932.88,96943.173,5.0687,5.0687,0.44,45.1891,40.3256,5.3616,6.763,6.6127,,0.4052,11593.188,2748.8084,2748.8084,801089.2908,189942.6604,83.92,55.94,1.0042
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250521,71.0,71.4,69.43,69.93,71.47,-1.54,-2.1548,18156.28,127390.141,6.6051,6.6051,0.41,45.7318,40.81,5.426,6.8442,6.6921,,0.4004,11593.188,2748.8084,2748.8084,810711.6368,192224.1714,85.76,57.18,1.0042
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250520,70.78,71.71,69.96,71.47,70.6,0.87,1.2323,20021.5,141988.362,7.2837,7.2837,0.43,46.7389,41.7087,5.5455,6.9949,6.8395,,0.3918,11593.188,2748.8084,2748.8084,828565.1464,196457.3363,84.72,56.48,1.0042
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250519,71.94,71.94,69.17,70.6,71.89,-1.29,-1.7944,23294.0,163509.667,8.4742,8.4742,0.49,46.17,41.201,5.4779,6.9098,6.7562,,0.3966,11593.188,2748.8084,2748.8084,818479.0728,194065.873,86.27,57.51,1.0042
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250516,72.15,73.75,71.6,71.89,72.87,-0.98,-1.3449,34338.62,248805.591,12.4922,12.4922,0.71,47.0136,41.9538,5.578,7.036,6.8797,,0.3895,11593.188,2748.8084,2748.8084,833434.2853,197611.8359,87.44,58.3,1.0042
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250515,74.78,76.35,72.62,72.87,75.68,-2.81,-3.713,62722.48,467159.993,22.8181,22.8181,1.6,47.6545,42.5258,5.6541,7.1319,6.9734,,0.3842,11593.188,2748.8084,2748.8084,844795.6096,200305.6681,90.82,60.54,1.0042
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250514,71.03,75.99,69.9,75.68,69.16,6.52,9.4274,83600.93,615131.914,30.4135,30.4135,2.85,49.4921,44.1656,5.8721,7.407,7.2424,,0.37,11593.188,2748.8084,2748.8084,877372.4678,208029.8197,82.99,55.33,1.0042
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250513,71.77,71.78,69.12,69.16,71.15,-1.99,-2.7969,27783.5,194402.041,10.1075,10.1075,0.89,45.2283,40.3607,5.3662,6.7688,6.6184,,0.4049,11593.188,2748.8084,2748.8084,801784.8821,190107.5889,85.38,56.92,1.0042
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250512,72.16,72.5,70.52,71.15,71.05,0.1,0.1407,27501.3,195777.236,10.0048,10.0048,0.92,46.5297,41.522,5.5206,6.9636,6.8088,,0.3935,11593.188,2748.8084,2748.8084,824855.3262,195577.7177,85.26,56.84,1.0042
301622,英思特,矿物制品,内蒙,20241204,301622.SZ,20250509,69.5,72.17,69.22,71.05,69.56,1.49,2.142,39309.0,278592.219,14.3004,14.3004,1.6,46.4643,41.4636,5.5129,6.9538,6.7993,,0.3941,11593.188,2748.8084,2748.8084,823696.0074,195302.8368,83.47,55.65,1.0042
