code,name,industry,region,list_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,volume,amount,turnover_rate,turnover_rate_free,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dividend_yield,dividend_yield_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_up,limit_down
001400,江顺科技,专用机械,江苏,20250424,001400.SZ,20250908,80.96,80.96,75.46,76.96,73.6,3.36,4.5652,47840.22,379697.316,31.8935,31.8935,2.25,29.8156,38.2199,3.6586,4.0631,4.3756,,,6000.0,1500.0,1500.0,461760.0,115440.0,80.96,66.24
001400,江顺科技,专用机械,江苏,20250424,001400.SZ,20250905,71.68,74.61,71.38,73.6,71.96,1.64,2.279,16584.89,121009.37,11.0566,11.0566,0.73,28.5139,36.5512,3.4989,3.8857,4.1846,,,6000.0,1500.0,1500.0,441600.0,110400.0,79.16,64.76
001400,江顺科技,专用机械,江苏,20250424,001400.SZ,20250904,71.4,74.21,70.5,71.96,70.64,1.32,1.8686,19699.0,142344.212,13.1327,13.1327,0.84,27.8786,35.7368,3.4209,3.7991,4.0913,,,6000.0,1500.0,1500.0,431760.0,107940.0,77.7,63.58
001400,江顺科技,专用机械,江苏,20250424,001400.SZ,20250903,73.28,75.6,70.25,70.64,73.28,-2.64,-3.6026,18446.14,132862.322,12.2974,12.2974,0.67,27.3672,35.0812,3.3582,3.7294,4.0163,,,6000.0,1500.0,1500.0,423840.0,105960.0,80.61,65.95
001400,江顺科技,专用机械,江苏,20250424,001400.SZ,20250902,76.51,76.59,72.12,73.28,76.5,-3.22,-4.2092,19227.43,141578.538,12.8183,12.8183,0.54,28.39,36.3923,3.4837,3.8688,4.1664,,,6000.0,1500.0,1500.0,439680.0,109920.0,84.15,68.85
001400,江顺科技,专用机械,江苏,20250424,001400.SZ,20250901,77.77,78.3,72.0,76.5,78.39,-1.89,-2.411,32145.24,240419.06,21.4302,21.4302,0.83,29.6374,37.9914,3.6368,4.0388,4.3495,,,6000.0,1500.0,1500.0,459000.0,114750.0,86.23,70.55
001400,江顺科技,专用机械,江苏,20250424,001400.SZ,20250829,77.97,79.77,76.08,78.39,76.32,2.07,2.7123,23665.39,185116.18,15.7769,15.7769,0.6,30.3697,38.9301,3.7266,4.1386,4.4569,,,6000.0,1500.0,1500.0,470340.0,117585.0,83.95,68.69
001400,江顺科技,专用机械,江苏,20250424,001400.SZ,20250828,75.48,79.25,75.11,76.32,75.92,0.4,0.5269,24257.99,186370.602,16.172,16.172,0.6,29.5677,37.902,3.6282,4.0293,4.3392,,,6000.0,1500.0,1500.0,457920.0,114480.0,83.51,68.33
001400,江顺科技,专用机械,江苏,20250424,001400.SZ,20250827,78.1,81.13,75.92,75.92,79.58,-3.66,-4.5991,39239.54,306565.422,26.1597,26.1597,1.01,29.4127,37.7034,3.6092,4.0082,4.3165,,,6000.0,1500.0,1500.0,455520.0,113880.0,87.54,71.62
001400,江顺科技,专用机械,江苏,20250424,001400.SZ,20250826,77.36,83.2,73.8,79.58,77.8,1.78,2.2879,57701.48,447865.348,38.4677,38.4677,1.49,30.8307,39.521,3.7832,4.2014,4.5236,,,6000.0,1500.0,1500.0,477480.0,119370.0,85.58,70.02
